question_id,source,question,gold_answer,candidate_answer,label,core_correct,core_correct_signal,core_grounded,core_grounded_signal,num_extra_claims,human_verdict_agrees
5a887799554299206df2b296,plausible_person_swap,"The actress that played Rose Buck in ""Upstairs, Downstairs"" also played what chacter in the tv series ""Doctor Who""?",Sara Kingdom,Sarah Gordy,UNSUPPORTED,False,"embedding_sim=0.52,token_f1=0.00",True,verbatim_span_other_title,0,
5ab6a66755429953192ad34f,random_entity,Natalie Martinez is know for her role in what 2008 American-German-British science fiction action thriller film?,Death Race,Nelson Mandela,UNSUPPORTED,False,"embedding_sim=0.49,token_f1=0.00",False,entity_coverage=0.00,0,
5a7b5f7f5542995eb53be92d,stage1,What is the purpose of the program that distinguishes a senior military college?,training commissioned officers,The purpose of the program that distinguishes a senior military college is,UNSUPPORTED,False,llm_equivalence,True,entity_coverage=1.00,0,
5a73668e55429901807db02e,plausible_location_swap,What is the phrase that is commonly used on the day which is observed on 25 April each year?,"""Lest we forget""",United States,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_other_title,0,
5ac0207f5542996f0d89cb2b,paraphrase_concise,Who is the director of the horror comedy that Josh Stolberg participated screenwriting?,Alexandre Aja,Alexandre Aja directed the horror-comedy that Josh Stolberg co-wrote.,SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5a8eab3f5542995085b37470,paraphrase_concise,In what village was the star lead of Gabhroo Punjab Da born?,Giddarbaha,Giddarbaha was the birthplace of Gabhroo Punjab Da's star lead.,SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5a8e91985542990e94052b5b,random_entity,"Sydney Pollack and Ginny Stikeman, are in the industry of film?",yes,Nelson Mandela,UNSUPPORTED,False,"embedding_sim=0.51,token_f1=0.00",False,entity_coverage=0.00,0,
5a81303055429926c1cdad04,truncation,Lemon La Vida Loca took its name from a song by which Puerto Rican singer?,Ricky Martin,Ricky,SUPPORTED,True,containment,True,verbatim_span_supporting_title,0,
5a85d8705542994c784ddb8a,unsupported_additional_clause,"Karl Miles Le Compte was a ten-term Republican U.S. Representative from what U.S. state in the Midwestern United States, bordered by the Mississippi River on the east and the Missouri River and the Big Sioux River on the west?",Iowa,"Iowa, related to Rock River (Big Sioux River)",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,1,
5ae3b7c75542990afbd1e1b6,random_entity,how is Karl von Eberstein and Sturmabteilung related?,Nazi Party,Leonardo da Vinci,UNSUPPORTED,False,"embedding_sim=0.43,token_f1=0.00",False,entity_coverage=0.00,0,
5ae4388355429970de88d917,random_location,What striker had his best 19 goal season in 2007-8?,Roque Santa Cruz,Tokyo,UNSUPPORTED,False,"embedding_sim=0.46,token_f1=0.00",False,entity_coverage=0.00,0,
5a8ad7ee5542992d82986f99,plausible_person_swap,When did the event Rue d'Alésia is named for take place?,"September, 52 BC",Julius Caesar,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_supporting_title,0,
5a8e59435542990e94052ae2,stage1,How far is the Radar Operations Center (ROC) from downtown Oklahoma City? ,20 mi,The Radar Operations Center (ROC) is located at the National Weather Center,UNSUPPORTED,False,llm_equivalence,True,entity_coverage=1.00,0,
5ac4ebc355429924173fb4d7,unsupported_additional_clause,What former football player coached the 2013 WKU Hilltoppers to a four way tie for third place?,Bobby Petrino,"Bobby Petrino, related to 2014 WKU Hilltoppers football team",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,1,
5ab31cd8554299753aec5945,plausible_person_swap,Where is the company that released Biricodar baseD?,"Boston, Massachusetts",Dragon Nest,UNSUPPORTED,False,"embedding_sim=0.39,token_f1=0.00",True,verbatim_span_other_title,0,
5a83425b55429954d2e2ec70,remove_important_entity,"The 2010 Insight Bowl was the 22nd edition, of the college football bowl game, played at Sun Devil Stadium in Tempe, Arizona on Tuesday, December 28, 2010, it featured which team that represented the University of Missouri, in the 2010 NCAA Division I FBS football season?",2010 Missouri Tigers football team,2010 football team,SUPPORTED,True,token_f1=0.75,True,entity_coverage=1.00,0,
5abf82965542997719eab694,stage1,When was the company that publishes the journal Magnetic Resonance Imaging established ?,1880,"The company that publishes the journal Magnetic Resonance Imaging, Elsevier, was established",UNSUPPORTED,False,"embedding_sim=0.46,token_f1=0.00",True,entity_coverage=1.00,0,
5a80cc8355429938b61421ee,remove_important_entity,Who was apart of the Flensburg Government and succeeded Adolf Hitler?,Karl Dönitz,Dönitz,SUPPORTED,True,containment,True,verbatim_span_supporting_title,0,
5addf0f45542995b365fab93,paraphrase_concise,"Katie Aselton and Toni Collette star alongside American comedian, who describes herself as “alt-cabaret provocateur?”",Bridget Everett,"Bridget Everett is an American comedian known for her ""alt-cabaret provocateur"" persona",SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5a7abc4955429927d897befd,gold,Snow Pink was released by a group formed by what company? ,Plan A Entertainment,Plan A Entertainment,SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,0,
5a8b56c855429950cd6afcbd,plausible_location_swap,"What is a song from the 1966 Broadway musical with music by Cy Coleman, lyrics by Dorothy Fields and book by Neil Simon directed and choreographed for Broadway by Bob Fosse starring his wife and muse Gwen Verdon alongside John McMartin, in which  the character of Charity reflects on her marvellous luck as she spends time with Vittorio ?",If My Friends Could See Me Now,Chita Rivera,UNSUPPORTED,False,"embedding_sim=0.42,token_f1=0.00",True,verbatim_span_other_title,0,
5ae1b3765542997283cd2249,entity_replacement_context,"Which company is in the discount travel market, The Walt Disney Company or Priceline.com?",Priceline.com,Disney Brothers Cartoon Studio,UNSUPPORTED,False,"embedding_sim=0.46,token_f1=0.00",True,verbatim_span_supporting_title,0,
5a78e0f0554299029c4b5ec0,entity_replacement_context,"What artist painted the sets of watercolors that she made exploring a monochromatic palette with designs that were non-representational of specific objects, and was best known for her paintings of enlarged flowers? ",Georgia Totto O'Keeffe,Museum,UNSUPPORTED,False,"embedding_sim=0.47,token_f1=0.00",True,verbatim_span_other_title,0,
5ab6bd6855429953192ad36c,wrong_number,What is the birth date of the woman Paul McCartney was engaged to after Linda McCartney's death?,12 January 1968,16 January 1968,UNSUPPORTED,True,embedding_sim=0.91,False,entity_coverage=0.00,0,
5ae6506e5542992ae0d162d1,unsupported_additional_clause,"The John N. and Mary L. (Rankin) Irwin House in Keokuk, Iowa, is a historic house that was listed on the National Register of Historic Places in 1999, John N. Irwin, who bought the house and raised his family there with his wife Mary, was a five-term mayor of Keokuk who went on to serve as the territorial governor of the Idaho Territory and the Arizona Territory, are in which country?",United States,"United States, related to E. H. Harrison House",PARTIAL,True,exact_match,True,verbatim_span_supporting_title,1,
5abbf080554299114383a0a5,unsupported_additional_clause,Are W. E. B. Du Bois and Dan Simmons both writers?,yes,"yes, related to Dark Princess",UNSUPPORTED,True,exact_match,False,token_overlap=0.00,1,
5a8565e85542997b5ce3fff5,unsupported_additional_clause,"What was this major international multi-sport event, with the opening ceremonies taking place on 27 July, and in which the South African field hockey player Bernadette Coston competed for the outh Africa women's national field hockey team?",2012 Summer Olympics,"2012 Summer Olympics, related to Sulette Damons",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,1,
5ae3417e5542990afbd1e0f7,unsupported_additional_clause,Sojourners and KO Magazine share what publication format?,magazine,"magazine, related to American Heritage (magazine)",PARTIAL,True,exact_match,True,verbatim_span_supporting_title,1,
5a8c3eb35542995e66a47575,gold,What is the stage name of the young female actress who starred in the 2008 American drama Gran Torino directed and produced by Clint Eastwood?,Ahney Her,Ahney Her,SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,0,
5a875b005542993e715abf0e,gold,Did Noah and The Virgins have the same number of members and their start?,yes,yes,UNSUPPORTED,True,exact_match,False,token_overlap=0.00,0,
5ae27edc5542992decbdcd2d,gold,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,Roger Christian,Roger Christian,UNSUPPORTED,True,exact_match,False,entity_coverage=0.00,0,
5a73cda75542992d56e7e3a0,random_entity,What actor in the Calendar Girl Murders was born in March?,Sharon Stone,Nelson Mandela,UNSUPPORTED,False,"embedding_sim=0.46,token_f1=0.00",False,entity_coverage=0.00,0,
5a8b3dc555429950cd6afc91,remove_important_entity,"Who directed a 2000 metafiction horror film written by Steven Katz, and starring John Malkovich, who's original writer of the screen play received a B. A. in English and Art History from Brown University in 1982?",E. Elias Merhige,E,SUPPORTED,True,containment,True,verbatim_span_supporting_title,0,
5adbf81e5542994650320c20,unsupported_additional_clause,"Who has spent more time in the heavy metal music industry, Kevin DuBrow or Lance King?",Lance King,"Lance King, related to Rehab (Quiet Riot album)",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,1,
5a77a0115542992a6e59df34,paraphrase_concise,"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?",Peter Auty,"Peter Auty sang the duet ""O soave fanciulla"" from Puccini's",SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5a8d0e9d5542994ba4e3dbc3,gold,"Blood Ritual was released by which band formed in Sion, Switzerland?",Samael,Samael,SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,0,
5a8e110b554299068b959e48,entity_replacement_context,What type of art does Flatland Cavalry and Turnpike Troubadours have in common?,music,Jonathan Saenz,UNSUPPORTED,False,"embedding_sim=0.47,token_f1=0.00",True,verbatim_span_supporting_title,0,
5a8cef5255429941ae14df53,number_date_replacement_context,When was the member of Dillard & Clark who also played in the Byrds born?,1944,"November 17, 1944",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,0,
5a84a7e75542991dd0999d61,random_location,"Who directed the 2017 Indian thriller film starring two Filmfare award-winning actor from films such as ""Border"" (1997) and ""Gandhi, My Father"" (2007)?",Ravi Udyawar,Reykjavik,UNSUPPORTED,False,"embedding_sim=0.47,token_f1=0.00",False,entity_coverage=0.00,0,
5add135b554299473435382f,stage1,"The 1965 Nebraska Cornhuskers football team was the representative of the University of Nebraska and member of the Big Eight Conference, was a National Collegiate Athletic Association (NCAA)-affiliated Division I-A college athletic association, and was formed in which year?",1907,The 1965 Nebraska Cornhuskers football team was formed in January 1907 as,SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5a77178f55429937353601cd,entity_replacement_context,Morgan State University and University of Idaho are what types of universities?,public,Reverend Lyttleton Morgan,UNSUPPORTED,False,"embedding_sim=0.46,token_f1=0.00",True,verbatim_span_supporting_title,0,
5ab708345542992aa3b8c780,paraphrase_concise,Give Me a Home Among the Gumtrees was an entry to replace what song attributed to John Bull?,God Save the Queen,God Save the King,SUPPORTED,True,token_f1=0.75,True,verbatim_span_supporting_title,0,
5ae801d25542994a481bbe7c,random_entity,When was the author after which Thiele Highway was named born? ,16 November 1920,Leonardo da Vinci,UNSUPPORTED,False,"embedding_sim=0.50,token_f1=0.00",False,entity_coverage=0.00,0,
5ac4ee865542991943173a01,random_location,Erin Wiedner and Monte Hellman are both American film directors?,yes,Nairobi,UNSUPPORTED,False,"embedding_sim=0.53,token_f1=0.00",False,entity_coverage=0.00,0,
5adf25765542992d7e9f92b8,plausible_organization_swap,AeroLogic is a joint venture between Lufthansa and the division of what logistics company?,Deutsche Post DHL,Ltd,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_other_title,0,
5ae6b18e55429908198fa683,plausible_location_swap,"The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of which span of years, it was based in the Northwestern United States?",1942-45,Northeastern United States,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_other_title,0,
5a8647e35542991e771815f5,unsupported_additional_clause,"The first female board member for the Liberal Party, she was born in which county in Norway?",Vestfold,"Vestfold, related to Margarete Bonnevie",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,1,
5ab4e4175542991779162d12,plausible_location_swap,Are CCM Magazine and World both Christian based magazines?,yes,United States,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_supporting_title,0,
5adde6805542997dc7907099,unsupported_additional_clause,Which city in China is a prefecture-level city Xinzhou or Guanghan,Xinzhou () is a prefecture-level city,"Xinzhou () is a prefecture-level city, related to Xinzhou District, Wuhan",PARTIAL,True,exact_match,True,verbatim_span_supporting_title,1,
5a76448b5542992d0ec0607c,random_location,Which member of Trumps 2017 administration defeated Rodney Stooksberry in the 2016 general election?,Tom Price,Cairo,UNSUPPORTED,False,"embedding_sim=0.45,token_f1=0.00",False,entity_coverage=0.00,0,
5ab7eba155429928e1fe3935,plausible_person_swap,"Which author wrote in more literary forms, Mary Doria Russell or Dorothy Parker?",Dorothy Parker,Amy Sherman,UNSUPPORTED,False,"embedding_sim=0.49,token_f1=0.00",True,verbatim_span_other_title,0,
5abce4085542993a06baf999,stage1,Chad's president in 1982 was brought to justice by who? ,Jacqueline Moudeina,"The President of Chad, Hissène Habré, was brought to power with the",UNSUPPORTED,False,"embedding_sim=0.45,token_f1=0.00",True,verbatim_span_other_title,1,
5a81ba3455429903bc27b9b5,plausible_person_swap,"Where was the band formed that recorded the song ""While You Loved Me""?","Columbus, Ohio",Number One,UNSUPPORTED,False,"embedding_sim=0.50,token_f1=0.00",True,verbatim_span_other_title,0,
5a7cddc5554299683c1c63aa,random_location,"Which ancient Lebanese city issued the coins known as shekels, used to pay taxes in the Temple of Jerusalem?",Tyre,Cairo,UNSUPPORTED,False,llm_equivalence,False,entity_coverage=0.00,0,
5ae611595542992663a4f252,random_location,On what year the Pakistani drama could've been nominated for the Hum Awards?,2014,Buenos Aires,UNSUPPORTED,False,llm_equivalence,False,entity_coverage=0.00,0,
5a8708c655429960ec39b702,entity_replacement_context,In addition to cooked and mashed beans accompanying Huevos a la mexicana what food is mixed in the eggs at the end of preparation? ,coriander leaves,Spanish,UNSUPPORTED,False,"embedding_sim=0.50,token_f1=0.00",True,verbatim_span_supporting_title,0,
5a7b32dc5542992d025e6798,plausible_person_swap,Which Coyote Sister member is related to singer in the Mamas & the Papas?,Leah Kunkel,Roll Hall,UNSUPPORTED,False,"embedding_sim=0.46,token_f1=0.00",True,verbatim_span_supporting_title,0,
5abadc1e55429939ce03dd62,stage1,The Franco-Italian army led by Eugène de Beauharnais was defreated by an Austrian army commanded by a member of what house?,House of Habsburg-Lorraine,The Franco-Italian army led by Eugène de Beauharnais was defeated by an,UNSUPPORTED,False,"embedding_sim=0.53,token_f1=0.00",True,entity_coverage=1.00,0,
5a8f0841554299458435d52e,unsupported_additional_clause,Live While We're Young is by the English-Irish boy band from what city?,London,"London, related to ITunes Festival: London 2012 (One Direction EP)",SUPPORTED,True,exact_match,True,verbatim_span_other_title,1,
5ab870125542990e739ec8f4,stage1,Raimond Aumann was nicknamed after a character in from a fictional book written by who?,Rudyard Kipling,"Raimond Aumann's nickname ""Balu"" is derived from Baloo the bear, a character",UNSUPPORTED,False,"embedding_sim=0.49,token_f1=0.00",True,entity_coverage=1.00,0,
5a7786cd5542997042120a94,stage1,Which court case concerned the president of the Foundation of Moral Law and a stone monument of the Ten Commandments?,Glassroth v. Moore,Glassroth v.,SUPPORTED,True,containment,True,verbatim_span_supporting_title,0,
5a852dd45542997b5ce3ffb2,stage1,Who is this retired American politician who was a U. S. representative of Oklahoma's 2nd Congressional District whom Oklahoma politician Jim Wilson ran against during the July 27 Democratic primary?,Dan Boren,Dan Boren is the retired American politician who was a U.S.,SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5ab6a05b554299710c8d1efb,plausible_location_swap,Juan Álvarez plays as a defender for a Mexican football club that was founded in what year?,1945,Mexico City,UNSUPPORTED,False,"embedding_sim=0.47,token_f1=0.00",True,verbatim_span_other_title,0,
5ae316f355429928c42395e3,paraphrase_concise,Which company produced the 1968 crime drama film in which the wife of Buck Owens played a role?,Dick Clark Productions,Dick Clark Productions was responsible for the 1968 crime drama film in which the wife of country music,SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5a790e91554299078472779e,entity_replacement_context,Which African-American composer co-wrote Air?,Scott Joplin,Virginia State University,UNSUPPORTED,False,"embedding_sim=0.37,token_f1=0.00",True,verbatim_span_other_title,0,
5ac0effd5542996f0d89cc3a,unsupported_additional_clause,"Wayne R. Mass is a former American football offensive tackle who played five seasons in the National Football League, he played college football at Clemson University, an American public, coeducational, land-grant and sea-grant research university in Clemson, in which state?",South Carolina,"South Carolina, related to Harold Olson",SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,1,
5ae113fc55429920d52342c2,plausible_location_swap,"What did the king of England, Scotland and Ireland create in 1652?",The I'Anson Baronetcy of Bassetbury,Kingdom,UNSUPPORTED,False,"embedding_sim=0.44,token_f1=0.00",True,verbatim_span_other_title,0,
5a74dafe5542996c70cfae1a,random_entity,Which Byron Edmund Walker founded institution was originally controlled by the Church of England?,The University of Toronto,The Beatles,UNSUPPORTED,False,llm_equivalence,False,llm_judge_supported,0,
5abfed825542997d6429594a,gold,"The Spanish actress and model who made her acting debut at 16, and starred in the 2009 romantic musical drama film Nine, was signed by an agent at what age?",15,15,SUPPORTED,True,exact_match,True,verbatim_span_supporting_title,0,
5ae331f955429928c423966f,random_location,The Centralia Massacre was committed by which pro-Confederate guerrilla leader?,William T. Anderson,Nairobi,UNSUPPORTED,False,"embedding_sim=0.43,token_f1=0.00",False,entity_coverage=0.00,0,
5ae750175542997b22f6a6b6,random_location,"Tothill Fields was an 18th-century area of Westminster in the county of Middlesex, a historic county in south-east region of which country?",England,Tokyo,UNSUPPORTED,False,llm_equivalence,False,entity_coverage=0.00,0,
5adcebc15542994d58a2f717,random_location,Are Puyang and Pu'er City located in the same country?,yes,Jakarta,UNSUPPORTED,False,"embedding_sim=0.51,token_f1=0.00",False,entity_coverage=0.00,0,
5a89b99a554299669944a582,plausible_location_swap,The Argentine city Crespo holds an annual beer festival based on a German festival that began in what year?,1810,United States,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_other_title,0,
5aba587f554299232ef4a298,random_location,Kuk Harrell won his fourth Grammy for the song by Rihanna from what album?,Loud,Jakarta,UNSUPPORTED,False,"embedding_sim=0.52,token_f1=0.00",False,entity_coverage=0.00,0,
5abb1d3f5542996cc5e49fb0,entity_replacement_context,"When was the Danish danseur, choreographer died who once said, ""gave the world a new idea of the ballerina in 19th-century Romantic ballets”?",1 April 1986,American Ballet Theatre,UNSUPPORTED,False,"embedding_sim=0.47,token_f1=0.00",True,verbatim_span_supporting_title,0,
5ac14dcd5542994ab5c67cde,paraphrase_concise,"Serving from December 1, 1994- November 30, 2000, which Mexican President headed the San Andres Accords?",Ernesto Zedillo,"Ernesto Zedillo led the San Andres Accords from December 1, 1994",SUPPORTED,True,containment,True,entity_coverage=1.00,0,
5abeba285542997719eab593,entity_replacement_context,Which director has produced 34 films since 1983: Spike Lee or Manny Coto?,"Jackson ""Spike"" Lee",United,UNSUPPORTED,False,"embedding_sim=0.43,token_f1=0.00",True,verbatim_span_other_title,0,
5a85fdfc5542994775f606e7,plausible_organization_swap,"What album, produced by John Leckie and engineered by Nigel Godrich, features artwork by the same person who did the artwork for another of the band's albums, Johnny Greenwood is the Controller?",The Bends,Sawmills Studios,UNSUPPORTED,False,llm_equivalence,True,verbatim_span_other_title,0,
5ae367ea5542991a06ce99bc,random_entity,What is the name of the Spanish tenor who rereleased De Mi Alma Latina?,Plácido Domingo,Nelson Mandela,UNSUPPORTED,False,"embedding_sim=0.51,token_f1=0.00",False,entity_coverage=0.00,0,
5ab48abf5542991779162cd0,wrong_year,When was Elspeth Campbell And Menzies Campbell born?,born January 1940,born January 1981,UNSUPPORTED,False,llm_equivalence,False,llm_judge_supported,0,
5ab813fd55429916710eafde,entity_replacement_context,Which town is located near Sokpoe in the Volta Region of Ghana and is the capital of South Tongu district?,Sogakope,Central Tongu Constituency,UNSUPPORTED,False,"embedding_sim=0.48,token_f1=0.00",True,verbatim_span_other_title,0,
5ab683c25542995eadef0025,paraphrase_concise,Are Kaempferia and Wulfenia both types of plant?,yes,"Yes, both are genera of flowering plants.",UNSUPPORTED,True,exact_match,False,entity_coverage=0.00,1,
5add49d75542992200553a84,stage1,What is the pronunciation of the studio album that included the song written by Ed Sheeran and Johnny McDaid?  ,"""multiply""","The pronunciation of the studio album ""×"" (2014) is ""ex"".",UNSUPPORTED,False,"embedding_sim=0.49,token_f1=0.00",True,entity_coverage=1.00,0,
